CustomerID;"Gender";"Age";"Tenure";"MonthlyCharges";"Contract";"PaymentMethod";"InternetService";"TotalCharges";"Churn"
CUST10273;"Female";"39";"33";"58.04";"Month-to-month";"Bank transfer";"No";"1885.27";"Yes"
CUST10274;"Male";"51";"26";"117.68";"One year";"Mailed check";"DSL";"2959.12";"No"
CUST10275;"Female";"64";"22";"31.07";"Month-to-month";"Mailed check";"DSL";"719.56";"No"
CUST10276;"Male";"25";"66";"62.25";"Month-to-month";"Credit card";"Fiber optic";"4054.74";"No"
CUST10277;"Female";"57";"38";"24.2";"Two year";"Credit card";"Fiber optic";"985.14";"No"
CUST10278;"Male";"66";"46";"93.99";"One year";"Credit card";"Fiber optic";"4216.52";"Yes"
CUST10279;"Female";"61";"15";"111.81";"Two year";"Bank transfer";"Fiber optic";"1849.05";"No"
CUST10280;"Female";"36";"44";"48.0";"Two year";"Mailed check";"Fiber optic";"2022.37";"Yes"
CUST10281;"Female";"59";"49";"105.83";"One year";"Bank transfer";"DSL";"5207.6";"No"
CUST10282;"Female";"58";"61";"49.22";"Month-to-month";"Credit card";"No";"3081.61";"No"
CUST10283;"Male";"54";"67";"111.08";"One year";"Mailed check";"Fiber optic";"7385.3";"No"
CUST10284;"Female";"23";"6";"95.4";"Month-to-month";"Bank transfer";"Fiber optic";"657.65";"No"
CUST10285;"Male";"69";"9";"100.49";"One year";"Bank transfer";"Fiber optic";"781.49";"No"
CUST10286;"Male";"43";"6";"21.8";"Month-to-month";"Electronic check";"DSL";"276.01";"No"
CUST10287;"Male";"51";"32";"116.28";"One year";"Bank transfer";"Fiber optic";"3722.37";"Yes"
CUST10288;"Male";"73";"41";"92.67";"Month-to-month";"Credit card";"Fiber optic";"3739.83";"Yes"
CUST10289;"Female";"62";"8";"50.48";"Month-to-month";"Bank transfer";"DSL";"373.92";"No"
CUST10290;"Male";"23";"72";"102.94";"Month-to-month";"Mailed check";"Fiber optic";"7492.57";"No"
CUST10291;"Male";"54";"50";"48.15";"Month-to-month";"Bank transfer";"No";"2349.05";"No"
CUST10292;"Male";"74";"62";"107.28";"One year";"Electronic check";"Fiber optic";"6576.42";"No"
CUST10293;"Female";"50";"62";"31.26";"One year";"Mailed check";"No";"1915.97";"No"
CUST10294;"Female";"70";"7";"90.37";"Month-to-month";"Mailed check";"DSL";"514.89";"Yes"
CUST10295;"Female";"39";"4";"74.07";"Month-to-month";"Electronic check";"DSL";"478.33";"Yes"
CUST10296;"Female";"38";"6";"29.65";"Month-to-month";"Credit card";"DSL";"121.26";"Yes"
CUST10297;"Male";"23";"58";"44.19";"Month-to-month";"Mailed check";"Fiber optic";"2646.18";"Yes"
CUST10298;"Male";"23";"22";"21.24";"Month-to-month";"Credit card";"DSL";"488.23";"No"
CUST10299;"Female";"72";"26";"66.88";"Two year";"Mailed check";"DSL";"1640.43";"No"
CUST10300;"Male";"65";"3";"50.13";"Month-to-month";"Mailed check";"No";"149.79";"Yes"
CUST10301;"Male";"21";"41";"79.84";"Month-to-month";"Credit card";"No";"3351.84";"Yes"
CUST10302;"Male";"47";"60";"49.72";"Month-to-month";"Mailed check";"Fiber optic";"2964.37";"No"
CUST10303;"Female";"28";"14";"49.99";"Month-to-month";"Credit card";"DSL";"819.17";"No"
CUST10304;"Female";"47";"12";"94.32";"Month-to-month";"Electronic check";"DSL";"1233.99";"No"
CUST10305;"Male";"48";"12";"24.81";"One year";"Credit card";"DSL";"389.61";"No"
CUST10306;"Female";"41";"13";"110.29";"Month-to-month";"Electronic check";"Fiber optic";"1387.8";"Yes"
CUST10307;"Female";"72";"25";"105.23";"Month-to-month";"Mailed check";"No";"2522.77";"No"
CUST10308;"Female";"26";"45";"86.78";"Month-to-month";"Credit card";"Fiber optic";"3843.74";"Yes"
CUST10309;"Female";"72";"19";"79.32";"Month-to-month";"Mailed check";"DSL";"1526.7";"Yes"
CUST10310;"Female";"20";"55";"109.23";"Month-to-month";"Credit card";"Fiber optic";"6062.23";"No"
CUST10311;"Male";"68";"45";"38.53";"Two year";"Electronic check";"DSL";"1533.85";"No"
CUST10312;"Female";"48";"8";"27.9";"One year";"Electronic check";"Fiber optic";"222.39";"No"
CUST10313;"Male";"57";"53";"43.95";"One year";"Credit card";"Fiber optic";"2345.16";"No"
CUST10314;"Male";"54";"55";"99.46";"Month-to-month";"Electronic check";"Fiber optic";"5442.55";"No"
CUST10315;"Female";"53";"32";"23.47";"Month-to-month";"Mailed check";"DSL";"880.17";"Yes"
CUST10316;"Male";"41";"51";"78.28";"Month-to-month";"Mailed check";"DSL";"4034.46";"No"
CUST10317;"Male";"48";"44";"119.54";"One year";"Bank transfer";"No";"5390.78";"No"
CUST10318;"Male";"23";"70";"105.57";"One year";"Electronic check";"DSL";"7368.3";"No"
CUST10319;"Female";"19";"18";"72.14";"Month-to-month";"Mailed check";"DSL";"1392.27";"No"
CUST10320;"Female";"37";"22";"26.36";"Month-to-month";"Credit card";"DSL";"743.43";"No"
CUST10321;"Male";"45";"37";"103.14";"Month-to-month";"Electronic check";"DSL";"3947.35";"Yes"
CUST10322;"Female";"28";"56";"79.9";"Two year";"Mailed check";"Fiber optic";"4365.19";"No"
CUST10323;"Female";"21";"59";"31.49";"One year";"Electronic check";"No";"1832.54";"No"
CUST10324;"Female";"32";"3";"29.39";"Month-to-month";"Credit card";"DSL";"53.65";"Yes"
CUST10325;"Female";"23";"28";"110.96";"Month-to-month";"Mailed check";"Fiber optic";"3155.81";"Yes"
CUST10326;"Male";"71";"35";"86.92";"One year";"Bank transfer";"Fiber optic";"3110.84";"No"
CUST10327;"Male";"66";"61";"102.93";"Month-to-month";"Bank transfer";"Fiber optic";"6194.84";"No"
CUST10328;"Female";"47";"54";"107.9";"Month-to-month";"Electronic check";"No";"5833.38";"No"
CUST10329;"Female";"73";"63";"77.18";"Month-to-month";"Credit card";"No";"4662.34";"No"
CUST10330;"Male";"55";"7";"71.74";"One year";"Mailed check";"DSL";"646.37";"No"
CUST10331;"Male";"68";"49";"63.04";"Month-to-month";"Credit card";"Fiber optic";"3037.72";"No"
CUST10332;"Female";"74";"31";"51.69";"Month-to-month";"Mailed check";"Fiber optic";"1607.98";"No"
CUST10333;"Male";"19";"58";"63.46";"Two year";"Electronic check";"No";"3649.72";"No"
CUST10334;"Female";"32";"61";"97.39";"Month-to-month";"Mailed check";"Fiber optic";"6055.39";"Yes"
CUST10335;"Female";"28";"24";"80.19";"Month-to-month";"Credit card";"No";"1724.56";"No"
CUST10336;"Male";"25";"20";"109.25";"Month-to-month";"Credit card";"Fiber optic";"2183.34";"Yes"
CUST10337;"Male";"43";"37";"64.34";"Month-to-month";"Electronic check";"DSL";"2370.0";"Yes"
CUST10338;"Female";"68";"4";"80.71";"One year";"Credit card";"Fiber optic";"277.48";"No"
CUST10339;"Female";"62";"20";"83.13";"Month-to-month";"Mailed check";"No";"1835.22";"Yes"
CUST10340;"Male";"61";"60";"79.17";"Month-to-month";"Electronic check";"No";"4661.47";"No"
CUST10341;"Female";"22";"24";"90.26";"One year";"Mailed check";"DSL";"2243.42";"No"
CUST10342;"Male";"23";"50";"43.74";"One year";"Credit card";"Fiber optic";"2222.63";"No"
CUST10343;"Female";"43";"49";"71.24";"One year";"Electronic check";"DSL";"3616.91";"No"
CUST10344;"Male";"71";"51";"30.42";"Month-to-month";"Mailed check";"DSL";"1484.7";"No"
CUST10345;"Male";"21";"36";"58.45";"Month-to-month";"Credit card";"Fiber optic";"2030.9";"No"
CUST10346;"Male";"36";"66";"68.77";"One year";"Credit card";"DSL";"4648.43";"No"
CUST10347;"Female";"37";"34";"85.22";"Month-to-month";"Bank transfer";"No";"2940.01";"No"
CUST10348;"Female";"50";"36";"115.05";"Two year";"Credit card";"DSL";"3987.31";"No"
CUST10349;"Male";"37";"6";"80.07";"Two year";"Mailed check";"No";"426.49";"No"
CUST10350;"Female";"66";"39";"94.36";"Two year";"Electronic check";"DSL";"3718.68";"No"
CUST10351;"Male";"29";"42";"70.63";"Month-to-month";"Bank transfer";"DSL";"3050.24";"Yes"
CUST10352;"Male";"64";"58";"83.41";"Month-to-month";"Credit card";"DSL";"4769.86";"No"
CUST10353;"Female";"18";"12";"27.09";"One year";"Credit card";"DSL";"125.08";"No"
CUST10354;"Female";"43";"3";"45.44";"Month-to-month";"Credit card";"DSL";"188.64";"No"
CUST10355;"Male";"31";"18";"56.19";"Month-to-month";"Mailed check";"DSL";"889.39";"Yes"
CUST10356;"Female";"55";"40";"67.25";"Two year";"Bank transfer";"Fiber optic";"2490.0";"No"
CUST10357;"Female";"54";"21";"24.56";"Two year";"Mailed check";"DSL";"315.76";"No"
CUST10358;"Male";"28";"15";"34.0";"Month-to-month";"Bank transfer";"Fiber optic";"591.4";"No"
CUST10359;"Male";"53";"26";"47.68";"Month-to-month";"Electronic check";"Fiber optic";"1252.54";"No"
CUST10360;"Female";"30";"8";"117.15";"Month-to-month";"Mailed check";"No";"914.63";"No"
CUST10361;"Male";"60";"42";"53.13";"Two year";"Mailed check";"No";"2370.36";"No"
CUST10362;"Male";"20";"44";"68.2";"Two year";"Electronic check";"Fiber optic";"3064.53";"No"
CUST10363;"Female";"50";"14";"39.61";"Month-to-month";"Bank transfer";"DSL";"716.17";"Yes"
CUST10364;"Male";"23";"2";"81.08";"Month-to-month";"Credit card";"DSL";"81.08";"No"
CUST10365;"Male";"67";"37";"48.07";"Two year";"Electronic check";"No";"1775.13";"No"
CUST10366;"Female";"73";"69";"40.7";"Month-to-month";"Credit card";"DSL";"2646.63";"No"
CUST10367;"Female";"27";"38";"71.66";"Month-to-month";"Credit card";"DSL";"2700.14";"No"
CUST10368;"Male";"22";"41";"20.55";"Two year";"Electronic check";"DSL";"817.69";"No"
CUST10369;"Male";"40";"62";"20.77";"Month-to-month";"Bank transfer";"DSL";"1350.4";"No"
CUST10370;"Female";"27";"60";"41.91";"One year";"Credit card";"DSL";"2519.16";"No"
CUST10371;"Female";"61";"14";"23.67";"Month-to-month";"Electronic check";"Fiber optic";"393.72";"No"
CUST10372;"Female";"19";"2";"30.8";"Month-to-month";"Mailed check";"DSL";"131.94";"Yes"
CUST10373;"Female";"30";"70";"53.89";"Two year";"Mailed check";"Fiber optic";"3972.3";"No"
CUST10374;"Male";"57";"17";"100.26";"Month-to-month";"Mailed check";"DSL";"1672.89";"Yes"
CUST10375;"Female";"19";"28";"77.2";"Two year";"Electronic check";"DSL";"2067.5";"No"
CUST10376;"Female";"37";"66";"71.27";"One year";"Mailed check";"No";"4728.43";"No"
CUST10377;"Male";"18";"35";"49.35";"Month-to-month";"Credit card";"DSL";"1647.02";"Yes"
CUST10378;"Female";"54";"5";"113.18";"Month-to-month";"Mailed check";"No";"714.1";"Yes"
CUST10379;"Male";"26";"65";"59.7";"Month-to-month";"Mailed check";"Fiber optic";"3852.18";"No"
CUST10380;"Female";"34";"40";"28.71";"Month-to-month";"Credit card";"DSL";"1091.84";"No"
CUST10381;"Female";"26";"56";"81.71";"Month-to-month";"Mailed check";"No";"4528.63";"Yes"
CUST10382;"Female";"28";"36";"31.38";"Month-to-month";"Credit card";"DSL";"1201.52";"No"
CUST10383;"Male";"32";"45";"54.52";"Month-to-month";"Mailed check";"No";"2437.63";"Yes"
CUST10384;"Male";"41";"23";"70.74";"One year";"Credit card";"DSL";"1562.85";"No"
CUST10385;"Female";"55";"47";"107.42";"One year";"Mailed check";"No";"5215.28";"No"
CUST10386;"Male";"72";"31";"69.35";"One year";"Credit card";"DSL";"2064.23";"No"
CUST10387;"Male";"52";"11";"90.23";"Month-to-month";"Electronic check";"Fiber optic";"996.09";"No"
CUST10388;"Male";"47";"10";"119.28";"Month-to-month";"Credit card";"Fiber optic";"1258.03";"Yes"
CUST10389;"Male";"48";"67";"33.15";"One year";"Mailed check";"No";"2057.92";"No"
CUST10390;"Male";"66";"14";"47.47";"Month-to-month";"Mailed check";"No";"712.61";"No"
CUST10391;"Male";"22";"10";"59.46";"Month-to-month";"Bank transfer";"No";"489.09";"No"
CUST10392;"Female";"61";"1";"62.18";"Two year";"Credit card";"No";"144.46";"No"
CUST10393;"Female";"67";"5";"61.1";"One year";"Electronic check";"DSL";"209.23";"Yes"
CUST10394;"Male";"31";"20";"110.76";"Month-to-month";"Credit card";"DSL";"2284.48";"No"
CUST10395;"Female";"70";"8";"91.4";"Month-to-month";"Credit card";"DSL";"841.78";"No"
CUST10396;"Female";"73";"43";"80.79";"One year";"Electronic check";"Fiber optic";"3560.11";"No"
CUST10397;"Female";"28";"1";"50.94";"One year";"Credit card";"Fiber optic";"76.07";"Yes"
CUST10398;"Female";"26";"57";"102.38";"One year";"Electronic check";"Fiber optic";"5812.53";"Yes"
CUST10399;"Male";"51";"64";"115.51";"One year";"Electronic check";"DSL";"7335.0";"No"
CUST10400;"Female";"29";"28";"102.12";"Two year";"Credit card";"Fiber optic";"3006.46";"No"
CUST10401;"Female";"52";"37";"20.16";"Month-to-month";"Credit card";"DSL";"675.97";"Yes"
CUST10402;"Male";"52";"47";"83.64";"Month-to-month";"Mailed check";"DSL";"3827.37";"No"
CUST10403;"Male";"18";"37";"25.11";"One year";"Mailed check";"Fiber optic";"995.61";"No"
CUST10404;"Female";"57";"49";"45.76";"One year";"Bank transfer";"Fiber optic";"2162.63";"No"
CUST10405;"Female";"39";"44";"25.95";"One year";"Bank transfer";"Fiber optic";"1046.79";"Yes"
CUST10406;"Female";"46";"56";"80.38";"Month-to-month";"Credit card";"Fiber optic";"4356.92";"Yes"
CUST10407;"Female";"25";"28";"88.66";"Month-to-month";"Electronic check";"DSL";"2434.19";"No"
CUST10408;"Female";"28";"6";"31.45";"Two year";"Bank transfer";"Fiber optic";"180.43";"Yes"
CUST10409;"Female";"58";"61";"58.38";"One year";"Credit card";"DSL";"3585.49";"No"
CUST10410;"Male";"54";"20";"65.62";"Two year";"Bank transfer";"Fiber optic";"1407.53";"No"
CUST10411;"Female";"31";"2";"56.91";"One year";"Electronic check";"Fiber optic";"166.51";"No"
CUST10412;"Female";"47";"37";"32.1";"One year";"Credit card";"DSL";"1168.61";"No"
CUST10413;"Male";"52";"20";"61.89";"One year";"Electronic check";"DSL";"1217.98";"Yes"
CUST10414;"Male";"38";"26";"95.12";"Two year";"Credit card";"No";"2524.14";"Yes"
CUST10415;"Male";"54";"29";"27.1";"One year";"Bank transfer";"No";"913.16";"No"
CUST10416;"Male";"22";"1";"28.02";"One year";"Mailed check";"Fiber optic";"40.65";"No"
CUST10417;"Female";"36";"35";"55.48";"Month-to-month";"Bank transfer";"DSL";"1894.89";"No"
CUST10418;"Female";"31";"70";"114.17";"Month-to-month";"Bank transfer";"DSL";"7892.61";"No"
CUST10419;"Female";"43";"59";"86.86";"One year";"Mailed check";"Fiber optic";"4980.22";"No"
CUST10420;"Female";"21";"69";"87.87";"Month-to-month";"Mailed check";"No";"6129.66";"No"
CUST10421;"Female";"42";"33";"56.19";"Month-to-month";"Credit card";"DSL";"1912.07";"Yes"
CUST10422;"Female";"62";"51";"79.37";"Month-to-month";"Credit card";"Fiber optic";"4105.61";"No"
CUST10423;"Male";"59";"12";"21.01";"Month-to-month";"Electronic check";"DSL";"239.25";"No"
CUST10424;"Female";"42";"20";"83.61";"Month-to-month";"Electronic check";"No";"1812.89";"No"
CUST10425;"Male";"35";"53";"111.33";"Month-to-month";"Bank transfer";"Fiber optic";"5852.08";"Yes"
CUST10426;"Male";"57";"43";"81.26";"Two year";"Mailed check";"Fiber optic";"3589.71";"No"
CUST10427;"Female";"25";"50";"107.37";"Month-to-month";"Electronic check";"DSL";"5364.63";"No"
CUST10428;"Male";"56";"29";"92.4";"Month-to-month";"Bank transfer";"Fiber optic";"2618.76";"No"
CUST10429;"Female";"57";"57";"32.06";"Month-to-month";"Mailed check";"DSL";"1886.67";"Yes"
CUST10430;"Male";"31";"39";"110.25";"One year";"Credit card";"DSL";"4340.71";"No"
CUST10431;"Female";"49";"56";"26.64";"Month-to-month";"Bank transfer";"No";"1527.54";"No"
CUST10432;"Male";"68";"43";"73.4";"Two year";"Credit card";"No";"3164.33";"No"
CUST10433;"Female";"55";"50";"34.21";"One year";"Electronic check";"No";"1706.71";"No"
CUST10434;"Female";"50";"23";"21.17";"One year";"Electronic check";"Fiber optic";"686.91";"Yes"
CUST10435;"Female";"40";"44";"62.2";"Month-to-month";"Mailed check";"No";"2855.23";"No"
CUST10436;"Female";"32";"38";"49.5";"One year";"Bank transfer";"DSL";"1953.28";"No"
CUST10437;"Female";"50";"23";"68.6";"Month-to-month";"Credit card";"DSL";"1588.98";"No"
CUST10438;"Male";"42";"45";"77.72";"Two year";"Mailed check";"DSL";"3598.12";"No"
CUST10439;"Male";"34";"52";"24.37";"One year";"Electronic check";"Fiber optic";"1319.04";"No"
CUST10440;"Male";"50";"50";"32.3";"Month-to-month";"Electronic check";"Fiber optic";"1617.62";"No"
CUST10441;"Female";"64";"8";"75.86";"Month-to-month";"Bank transfer";"DSL";"576.52";"Yes"
CUST10442;"Male";"72";"1";"54.32";"Month-to-month";"Credit card";"Fiber optic";"54.32";"Yes"
CUST10443;"Female";"19";"8";"92.92";"One year";"Bank transfer";"No";"543.36";"No"
CUST10444;"Female";"31";"29";"85.23";"Month-to-month";"Credit card";"Fiber optic";"2492.73";"No"
CUST10445;"Male";"70";"5";"104.56";"One year";"Credit card";"DSL";"473.95";"No"
CUST10446;"Male";"57";"47";"89.25";"Month-to-month";"Bank transfer";"DSL";"4354.02";"No"
CUST10447;"Female";"57";"34";"62.99";"One year";"Mailed check";"DSL";"2143.59";"Yes"
CUST10448;"Male";"68";"65";"87.3";"Two year";"Bank transfer";"DSL";"5555.6";"No"
CUST10449;"Female";"56";"55";"47.54";"One year";"Bank transfer";"Fiber optic";"2609.71";"No"
CUST10450;"Female";"68";"43";"50.63";"One year";"Electronic check";"Fiber optic";"2072.48";"No"
CUST10451;"Female";"23";"30";"98.9";"Month-to-month";"Electronic check";"Fiber optic";"3014.34";"Yes"
CUST10452;"Female";"23";"17";"64.64";"Month-to-month";"Bank transfer";"Fiber optic";"1127.97";"No"
CUST10453;"Female";"20";"26";"99.84";"One year";"Bank transfer";"No";"2691.62";"No"
CUST10454;"Male";"24";"8";"102.24";"Month-to-month";"Electronic check";"DSL";"738.83";"No"
CUST10455;"Male";"68";"47";"105.76";"Month-to-month";"Credit card";"Fiber optic";"4974.12";"Yes"
CUST10456;"Female";"25";"72";"111.66";"Month-to-month";"Bank transfer";"No";"7903.02";"No"
CUST10457;"Female";"59";"46";"63.1";"Month-to-month";"Mailed check";"DSL";"2972.75";"No"
CUST10458;"Male";"69";"68";"51.89";"Month-to-month";"Mailed check";"DSL";"3580.41";"No"
CUST10459;"Male";"32";"33";"78.22";"Two year";"Mailed check";"No";"2630.84";"Yes"
CUST10460;"Female";"64";"1";"57.12";"Month-to-month";"Bank transfer";"DSL";"57.28";"No"
CUST10461;"Male";"46";"19";"80.11";"One year";"Credit card";"Fiber optic";"1563.57";"No"
CUST10462;"Female";"50";"31";"90.56";"Month-to-month";"Credit card";"DSL";"2967.79";"Yes"
CUST10463;"Male";"69";"14";"88.84";"One year";"Electronic check";"Fiber optic";"1215.25";"No"
CUST10464;"Female";"47";"53";"57.46";"Month-to-month";"Bank transfer";"DSL";"3059.24";"No"
CUST10465;"Male";"56";"48";"36.69";"Two year";"Credit card";"DSL";"1652.51";"No"
CUST10466;"Female";"44";"69";"63.05";"Two year";"Bank transfer";"Fiber optic";"4263.62";"No"
CUST10467;"Male";"53";"62";"34.26";"Month-to-month";"Electronic check";"DSL";"2133.9";"No"
CUST10468;"Male";"46";"66";"109.01";"Two year";"Electronic check";"Fiber optic";"7305.05";"No"
CUST10469;"Female";"55";"64";"54.59";"Two year";"Electronic check";"DSL";"3468.13";"No"
CUST10470;"Male";"74";"70";"35.45";"Two year";"Mailed check";"DSL";"2457.91";"No"
CUST10471;"Female";"50";"63";"22.54";"Two year";"Bank transfer";"DSL";"1379.33";"No"
CUST10472;"Male";"54";"33";"84.58";"Month-to-month";"Electronic check";"DSL";"2737.66";"No"
CUST10473;"Female";"44";"41";"83.69";"One year";"Bank transfer";"No";"3460.79";"Yes"
CUST10474;"Male";"72";"48";"54.06";"Month-to-month";"Mailed check";"DSL";"2445.15";"No"
CUST10475;"Female";"50";"13";"27.17";"Month-to-month";"Mailed check";"Fiber optic";"481.3";"No"
CUST10476;"Male";"21";"31";"60.96";"Two year";"Electronic check";"DSL";"1823.22";"No"
CUST10477;"Female";"39";"68";"51.12";"Month-to-month";"Electronic check";"DSL";"3548.35";"No"
CUST10478;"Male";"19";"4";"87.71";"One year";"Credit card";"No";"223.84";"No"
CUST10479;"Female";"27";"19";"80.58";"Two year";"Bank transfer";"DSL";"1597.9";"No"
CUST10480;"Female";"22";"70";"56.46";"Two year";"Electronic check";"No";"4019.39";"No"
CUST10481;"Female";"27";"13";"41.79";"Two year";"Credit card";"DSL";"581.69";"No"
CUST10482;"Male";"50";"23";"118.8";"Month-to-month";"Bank transfer";"Fiber optic";"2632.96";"Yes"
CUST10483;"Female";"71";"1";"65.4";"Month-to-month";"Electronic check";"Fiber optic";"90.35";"Yes"
CUST10484;"Male";"55";"54";"88.83";"Month-to-month";"Credit card";"No";"4678.51";"No"
CUST10485;"Female";"30";"71";"34.06";"Month-to-month";"Credit card";"Fiber optic";"2392.98";"No"
CUST10486;"Male";"48";"15";"68.56";"Month-to-month";"Bank transfer";"Fiber optic";"1131.34";"Yes"
CUST10487;"Female";"64";"65";"22.75";"Month-to-month";"Credit card";"DSL";"1558.42";"No"
CUST10488;"Male";"53";"71";"70.55";"One year";"Bank transfer";"DSL";"5010.57";"No"
CUST10489;"Male";"62";"15";"116.4";"One year";"Bank transfer";"No";"1648.52";"No"
CUST10490;"Female";"41";"21";"58.42";"Month-to-month";"Bank transfer";"DSL";"1291.38";"No"
CUST10491;"Male";"69";"19";"23.9";"One year";"Mailed check";"Fiber optic";"456.04";"No"
CUST10492;"Male";"73";"60";"23.1";"Month-to-month";"Credit card";"Fiber optic";"1186.0";"No"
CUST10493;"Female";"32";"33";"58.8";"Month-to-month";"Bank transfer";"DSL";"2018.66";"No"
CUST10494;"Male";"46";"49";"36.0";"One year";"Electronic check";"No";"1761.58";"No"
CUST10495;"Male";"25";"35";"22.34";"One year";"Mailed check";"Fiber optic";"902.15";"No"
CUST10496;"Male";"22";"44";"95.62";"One year";"Mailed check";"Fiber optic";"4097.75";"No"
CUST10497;"Female";"46";"11";"65.85";"Month-to-month";"Credit card";"No";"524.35";"No"
CUST10498;"Male";"64";"72";"48.92";"Two year";"Bank transfer";"DSL";"3550.15";"No"
CUST10499;"Female";"21";"66";"110.01";"One year";"Credit card";"DSL";"7289.82";"No"
CUST10500;"Male";"29";"46";"31.61";"One year";"Mailed check";"Fiber optic";"1284.99";"No"
CUST10501;"Male";"62";"9";"115.59";"One year";"Bank transfer";"DSL";"942.46";"Yes"
CUST10502;"Male";"19";"3";"51.4";"Two year";"Electronic check";"Fiber optic";"354.2";"No"
CUST10503;"Female";"44";"26";"108.84";"One year";"Bank transfer";"No";"2799.28";"No"
CUST10504;"Male";"48";"72";"80.29";"One year";"Mailed check";"Fiber optic";"5853.98";"No"
CUST10505;"Male";"68";"48";"102.67";"Two year";"Electronic check";"DSL";"4863.09";"No"
CUST10506;"Female";"68";"66";"118.4";"One year";"Bank transfer";"No";"7614.4";"No"
CUST10507;"Male";"53";"70";"48.84";"Month-to-month";"Electronic check";"Fiber optic";"3401.77";"No"
CUST10508;"Female";"53";"28";"116.11";"One year";"Electronic check";"Fiber optic";"3224.52";"Yes"
CUST10509;"Female";"43";"26";"58.95";"Month-to-month";"Mailed check";"Fiber optic";"1492.71";"Yes"
CUST10510;"Male";"60";"25";"58.55";"Month-to-month";"Electronic check";"No";"1452.29";"No"
CUST10511;"Female";"44";"12";"54.04";"One year";"Credit card";"Fiber optic";"674.91";"Yes"
CUST10512;"Male";"22";"5";"74.14";"Two year";"Mailed check";"Fiber optic";"355.69";"No"
CUST10513;"Female";"37";"48";"35.41";"Two year";"Credit card";"No";"1573.28";"No"
CUST10514;"Female";"28";"37";"75.37";"Month-to-month";"Electronic check";"DSL";"2837.31";"Yes"
CUST10515;"Male";"27";"44";"74.17";"Month-to-month";"Credit card";"Fiber optic";"3068.54";"No"
CUST10516;"Female";"57";"15";"96.19";"Month-to-month";"Bank transfer";"No";"1242.85";"Yes"
CUST10517;"Female";"55";"43";"103.36";"Two year";"Electronic check";"Fiber optic";"4518.4";"No"
CUST10518;"Female";"23";"48";"64.04";"Two year";"Bank transfer";"Fiber optic";"3124.62";"No"
CUST10519;"Female";"25";"70";"50.23";"One year";"Credit card";"No";"3510.36";"No"
CUST10520;"Female";"40";"46";"45.93";"Two year";"Bank transfer";"Fiber optic";"1973.24";"No"
CUST10521;"Male";"64";"43";"39.46";"One year";"Electronic check";"Fiber optic";"1625.99";"No"
CUST10522;"Female";"43";"21";"25.76";"One year";"Bank transfer";"No";"514.69";"No"
CUST10523;"Male";"63";"23";"54.24";"Month-to-month";"Credit card";"No";"1087.93";"No"
CUST10524;"Female";"60";"47";"47.02";"Month-to-month";"Credit card";"Fiber optic";"2136.04";"No"
CUST10525;"Male";"29";"15";"116.64";"One year";"Credit card";"DSL";"1814.83";"No"
CUST10526;"Male";"43";"25";"75.77";"One year";"Electronic check";"Fiber optic";"2036.98";"No"
CUST10527;"Female";"30";"36";"54.73";"Month-to-month";"Credit card";"Fiber optic";"1928.34";"No"
CUST10528;"Female";"57";"51";"78.05";"Two year";"Electronic check";"Fiber optic";"4056.2";"No"
CUST10529;"Female";"35";"15";"33.92";"Month-to-month";"Bank transfer";"Fiber optic";"317.39";"Yes"
CUST10530;"Male";"42";"68";"64.4";"Month-to-month";"Credit card";"Fiber optic";"4445.15";"Yes"
CUST10531;"Female";"50";"21";"82.62";"One year";"Bank transfer";"Fiber optic";"1654.63";"No"
CUST10532;"Male";"64";"13";"68.89";"One year";"Mailed check";"DSL";"926.3";"No"
CUST10533;"Male";"57";"19";"60.18";"One year";"Bank transfer";"Fiber optic";"1118.64";"No"
CUST10534;"Male";"60";"34";"119.38";"Month-to-month";"Mailed check";"Fiber optic";"4190.96";"No"
CUST10535;"Female";"29";"68";"108.03";"Month-to-month";"Bank transfer";"DSL";"7258.6";"Yes"
CUST10536;"Female";"61";"52";"82.34";"One year";"Electronic check";"DSL";"4344.44";"No"
CUST10537;"Male";"53";"27";"76.94";"One year";"Bank transfer";"Fiber optic";"2049.43";"No"
CUST10538;"Male";"65";"29";"82.07";"Month-to-month";"Electronic check";"Fiber optic";"2364.2";"Yes"
CUST10539;"Female";"21";"28";"40.13";"One year";"Electronic check";"DSL";"1105.25";"No"
CUST10540;"Male";"22";"35";"59.51";"Month-to-month";"Credit card";"No";"1998.28";"Yes"
CUST10541;"Female";"73";"8";"23.95";"One year";"Electronic check";"Fiber optic";"190.19";"No"
CUST10542;"Male";"54";"16";"67.55";"Two year";"Mailed check";"No";"1074.54";"No"
CUST10543;"Female";"25";"36";"74.3";"Month-to-month";"Credit card";"Fiber optic";"2698.92";"No"
CUST10544;"Male";"59";"30";"42.77";"Month-to-month";"Credit card";"Fiber optic";"1291.55";"No"
CUST10545;"Female";"66";"18";"116.4";"One year";"Bank transfer";"No";"2175.0";"No"
CUST10546;"Male";"45";"2";"110.95";"One year";"Electronic check";"Fiber optic";"314.25";"No"
CUST10547;"Female";"48";"49";"92.21";"One year";"Electronic check";"Fiber optic";"4413.23";"No"
CUST10548;"Female";"26";"4";"73.34";"Two year";"Mailed check";"DSL";"380.24";"No"
CUST10549;"Male";"71";"7";"107.0";"Two year";"Bank transfer";"Fiber optic";"630.37";"No"
